,material_id,nsites,nelements,chemsys,band_gap,spacegroup.crystal_system,spacegroup.number,spacegroup.point_group
21953,mp-672376,48,3,Cl-O-Re,0.3182999999999999,monoclinic,14,2/m
21954,mp-6741,72,4,La-Na-O-P,4.9997,monoclinic,14,2/m
21955,mp-679928,164,4,N-O-Pr-Rb,3.4083,cubic,212,432
21956,mp-680284,70,3,Rb-S-Ta,1.4823000000000002,monoclinic,15,2/m
21957,mp-684010,180,5,F-K-O-P-Ti,3.1144,monoclinic,14,2/m
21958,mp-6931,5,3,Al-Si-Sr,0.0,trigonal,164,-3m
21959,mp-6954,6,3,Ag-As-Sr,0.0,hexagonal,194,6/mmm
21960,mp-707009,28,4,B-F-H-O,7.567699999999999,monoclinic,14,2/m
21961,mp-720712,76,4,Cr-H-I-N,1.7647,hexagonal,194,6/mmm
21962,mp-733455,40,3,H-Li-Rh,2.4521,orthorhombic,62,mmm
21963,mp-733844,34,5,Ga-H-Na-O-P,3.9997,monoclinic,12,2/m
21964,mp-7342,16,2,Ir-Sm,0.0,orthorhombic,62,mmm
21965,mp-7400,6,3,Al-Ge-Na,0.0,tetragonal,129,4/mmm
21966,mp-7592,2,2,Ag-F,0.0,cubic,225,m-3m
21967,mp-759962,88,5,F-H-N-O-P,5.3482,monoclinic,14,2/m
21968,mp-765597,48,4,H-I-O-S,2.7666,monoclinic,14,2/m
21969,mp-8198,48,3,Cu-O-Rb,1.5323999999999998,monoclinic,14,2/m
21970,mp-8224,8,3,Ca-F-Sn,5.3881,cubic,225,m-3m
21971,mp-8479,18,3,S-Si-Tl,2.0501,monoclinic,9,m
21972,mp-864993,24,3,B-Dy-Mo,0.2134999999999998,orthorhombic,55,mmm
21973,mp-865141,21,3,C-Lu-Ni,0.0,orthorhombic,65,mmm
21974,mp-865146,7,3,As-Mg-Pt,0.0,tetragonal,123,4/mmm
21975,mp-866136,29,3,Al-Ru-Zr,0.0,cubic,225,m-3m
21976,mp-866662,30,5,F-K-La-O-Si,4.6605,tetragonal,82,-4
21977,mp-8725,20,3,Hf-S-Sn,1.2463000000000002,orthorhombic,62,mmm
21978,mp-8754,12,3,Li-Na-Te,2.2809000000000004,orthorhombic,62,mmm
21979,mp-8794,20,3,K-O-U,2.1910000000000003,triclinic,2,-1
21980,mp-8818,5,3,Ca-N-Zn,0.77,tetragonal,139,4/mmm
21981,mp-8949,6,3,As-Nd-Pd,0.0,hexagonal,194,6/mmm
21982,mp-9025,6,3,Au-Si-Y,0.0,hexagonal,186,6mm
21983,mp-9071,26,3,As-Na-Ti,1.0342999999999998,cubic,227,m-3m
21984,mp-9220,6,4,B-C-Ni-Sm,0.0,tetragonal,139,4/mmm
21985,mp-9440,12,3,Ag-Sb-Yb,0.0,orthorhombic,62,mmm
21986,mp-9460,40,2,N-Zn,0.4325000000000001,cubic,206,m-3
21987,mp-9497,7,4,C-N-O-Pr,3.8091,trigonal,164,-3m
21988,mp-966740,18,3,Cd-Cs-Tl,0.0,orthorhombic,38,mm2
21989,mp-971855,20,3,Co-Si-Tm,0.0,orthorhombic,72,mmm
21990,mp-972048,7,2,Mo-Zn,0.0,cubic,225,m-3m
21991,mp-973981,6,3,Br-Lu-O,4.4252,tetragonal,129,4/mmm
21992,mp-974267,24,3,H-K-N,2.8729,orthorhombic,20,222
21993,mp-978976,29,3,Al-Pt-Ti,0.0,cubic,225,m-3m
21994,mp-9807,20,4,C-Dy-K-O,4.3661,monoclinic,15,2/m
21995,mp-983480,29,3,Al-Hf-Rh,0.0,cubic,225,m-3m
21996,mp-9870,20,4,B-K-O-Ta,2.691,hexagonal,189,-6m2
21997,mp-991652,8,3,Cu-Te-V,0.9710999999999999,cubic,215,-43m
21998,mp-999133,4,2,Pd-Ta,0.0,tetragonal,129,4/mmm
21999,mp-999137,4,3,Se-Sm-Tl,1.4208999999999996,trigonal,166,-3m
22000,mp-1001604,4,3,Lu-S-Tl,1.3916999999999997,trigonal,166,-3m
22001,mp-1005986,28,3,Co-Mo-Zr,0.0,hexagonal,194,6/mmm
22002,mp-1007908,4,3,Dy-Te-Tl,0.8361999999999998,trigonal,166,-3m
22003,mp-1018707,6,2,Gd-Se,0.0,tetragonal,129,4/mmm
22004,mp-1018735,6,4,As-Ba-O-Ti,0.0,tetragonal,123,4/mmm
22005,mp-1018766,6,3,As-La-Li,0.6105,trigonal,164,-3m
22006,mp-1018880,6,2,Pa-Sb,0.0,tetragonal,129,4/mmm
22007,mp-1019519,8,3,Ba-Na-O,0.0,orthorhombic,67,mmm
22008,mp-1019548,116,4,Ba-Ge-O-S,3.9450000000000003,orthorhombic,19,222
22009,mp-1019554,64,4,B-Ba-Na-O,5.0076,monoclinic,14,2/m
22010,mp-1019557,36,3,Ba-O-S,4.6929,monoclinic,15,2/m
22011,mp-1019778,96,5,B-K-Li-O-P,5.5903,orthorhombic,64,mmm
22012,mp-1019785,120,4,K-O-S-Si,5.2762,monoclinic,14,2/m
22013,mp-1019794,26,4,K-Li-O-P,4.877000000000001,orthorhombic,20,222
22014,mp-1020108,14,5,Ca-Li-Mg-N-Si,2.9175999999999993,monoclinic,12,2/m
22015,mp-1020596,20,4,Ga-Ge-Na-O,2.6513,monoclinic,15,2/m
22016,mp-1020611,52,4,B-Ge-O-Sr,3.8294999999999995,orthorhombic,62,mmm
22017,mp-1020633,24,4,B-Mg-O-Rb,4.6632,cubic,198,23
22018,mp-1025071,6,3,B-Ir-Yb,0.0,hexagonal,191,6/mmm
22019,mp-1025304,7,3,Ga-Ti-Zr,0.0,tetragonal,139,4/mmm
22020,mp-1025383,7,3,P-Pt-Tl,0.0,tetragonal,123,4/mmm
22021,mp-10405,5,3,Al-Si-Yb,0.0,trigonal,164,-3m
22022,mp-1068639,5,3,Ir-Si-Sm,0.0,tetragonal,107,4mm
22023,mp-1068732,5,3,Ru-Si-Th,0.0,tetragonal,107,4mm
22024,mp-1070544,5,2,Cr-Ga,0.0,cubic,229,m-3m
22025,mp-1072248,6,2,Eu-Si,0.0,tetragonal,141,4/mmm
22026,mp-1076987,6,3,B-Ni-Ta,0.0,orthorhombic,63,mmm
22027,mp-1077102,6,2,Sn-Tm,0.0,orthorhombic,63,mmm
22028,mp-1077503,6,2,Si-Ti,0.0,orthorhombic,63,mmm
22029,mp-1077512,6,3,Ge-Ir-La,0.0,tetragonal,109,4mm
22030,mp-10781,4,3,Gd-Rb-Se,0.9725999999999999,trigonal,166,-3m
22031,mp-1078295,10,3,Na-Nb-O,3.8678000000000003,trigonal,148,-3
22032,mp-1078316,10,3,Al-Ce-Ru,0.0,orthorhombic,64,mmm
22033,mp-1078348,10,3,Ce-Ga-Pd,0.0,orthorhombic,63,mmm
22034,mp-1078692,9,3,Al-Cu-Pr,0.0,hexagonal,189,-6m2
22035,mp-1078694,9,3,Ga-Rh-Th,0.0,hexagonal,189,-6m2
22036,mp-1078799,8,3,F-Li-Nb,5.1171,trigonal,148,-3
22037,mp-1079069,9,4,La-Mn-O-Se,0.7302,tetragonal,139,4/mmm
22038,mp-1079091,8,2,Cu-Pr,0.0,orthorhombic,62,mmm
22039,mp-1079654,9,3,Ga-Mn-Sm,0.0,cubic,225,m-3m
22040,mp-1080107,8,2,Co-U,0.0,cubic,199,23
22041,mp-1080449,9,3,Pd-Sm-Zn,0.0,hexagonal,189,-6m2
22042,mp-1080466,9,3,Nb-Pd-S,0.0,monoclinic,12,2/m
22043,mp-1080600,8,3,Al-Pd-Yb,0.0,orthorhombic,63,mmm
22044,mp-10868,6,3,P-Pd-Sm,0.0,hexagonal,194,6/mmm
22045,mp-10933,5,3,Nd-S-Te,1.5871,trigonal,164,-3m
22046,mp-1094052,5,3,Al-N-Sm,0.0,cubic,221,m-3m
22047,mp-10955,7,3,Hg-Se-Sn,0.4816999999999998,tetragonal,82,-4
22048,mp-1095544,12,3,Ga-Pd-Sc,0.0,orthorhombic,62,mmm
22049,mp-11006,20,3,Ba-P-S,3.1164000000000005,monoclinic,14,2/m
22050,mp-1101778,12,3,Al-Au-La,0.0,orthorhombic,62,mmm
22051,mp-1102117,12,3,Al-Pt-Yb,0.0,orthorhombic,62,mmm
22052,mp-1102309,12,2,Ga-Yb,0.0,orthorhombic,62,mmm
22053,mp-1102631,12,3,Al-Ca-Pt,0.0,orthorhombic,62,mmm
22054,mp-1102807,12,3,Ni-P-Pr,0.0,hexagonal,194,6/mmm
22055,mp-1102855,12,3,Ge-Ir-Sc,0.0,orthorhombic,62,mmm
22056,mp-1102863,12,3,Co-Dy-Ge,0.0,orthorhombic,62,mmm
22057,mp-1102933,12,3,Ge-Ni-U,0.0,orthorhombic,62,mmm
22058,mp-1103320,12,3,Ge-Ir-Pr,0.0,orthorhombic,62,mmm
22059,mp-1103792,14,3,F-Nb-O,0.0,triclinic,2,-1
22060,mp-1103929,13,3,Cu-Ga-Yb,0.0,tetragonal,139,4/mmm
22061,mp-11040,12,3,Eu-Sn-Zn,0.0,orthorhombic,62,mmm
22062,mp-1104303,15,2,Ir-La,0.0,trigonal,148,-3
22063,mp-1104469,12,4,Cs-Gd-Te-Zn,0.7872000000000003,orthorhombic,63,mmm
22064,mp-1104905,13,2,B-Tm,0.0,cubic,225,m-3m
22065,mp-1105210,18,3,Al-Au-Sc,0.0,hexagonal,190,-6m2
22066,mp-1105605,20,3,Fe-I-Tb,0.0,trigonal,148,-3
22067,mp-1105703,20,3,Ce-Ir-Si,0.0,orthorhombic,72,mmm
22068,mp-1105762,16,2,Ir-U,0.0,monoclinic,4,2
22069,mp-1106017,20,3,In-La-Ni,0.0,orthorhombic,55,mmm
22070,mp-1106088,18,4,Cs-Cu-F-Sn,0.0,trigonal,166,-3m
22071,mp-11338,16,3,Ni-Sc-Si,0.0,orthorhombic,63,mmm
22072,mp-1139,8,2,Co-Mo,0.0,hexagonal,194,6/mmm
22073,mp-11457,2,2,Hf-Rh,0.0,cubic,221,m-3m
22074,mp-11580,9,3,Cr-P-Ti,0.0,hexagonal,189,-6m2
22075,mp-1179514,16,2,Pb-Sm,0.0,hexagonal,193,6/mmm
22076,mp-1181423,16,3,B-Er-Ru,0.0,orthorhombic,62,mmm
22077,mp-1181682,17,3,Ce-Fe-Sb,0.11920000000000108,cubic,204,m-3
22078,mp-11826,6,2,Ca-Pd,0.0,hexagonal,191,6/mmm
22079,mp-1188172,18,3,Cu-Sb-Ti,0.0,hexagonal,193,6/mmm
22080,mp-1188200,16,2,Nd-Ni,0.0,orthorhombic,62,mmm
22081,mp-1188244,20,3,C-Lu-Re,0.0,orthorhombic,62,mmm
22082,mp-1188587,16,3,C-Er-W,0.0,orthorhombic,62,mmm
22083,mp-1188845,18,4,Ag-Ge-K-Se,1.106,orthorhombic,70,mmm
22084,mp-1189120,16,2,Ho-Ir,0.0,orthorhombic,62,mmm
22085,mp-1190112,20,3,Ge-Rh-Sm,0.0,monoclinic,15,2/m
22086,mp-1190756,24,3,Co-In-Lu,0.0,hexagonal,186,6mm
22087,mp-1191195,22,3,Eu-Hf-O,0.0,cubic,227,m-3m
22088,mp-1191502,24,4,In-O-Se-V,2.2451,monoclinic,6,m
22089,mp-1191667,24,3,Nd-P-S,0.3282999999999996,orthorhombic,62,mmm
22090,mp-1192228,21,3,Ho-Mn-P,0.0,hexagonal,174,-6
22091,mp-1192673,29,3,Al-Rh-Zr,0.0,cubic,225,m-3m
22092,mp-1192840,26,6,B-Cd-F-K-O-Zn,2.7395,trigonal,163,-3m
22093,mp-1193251,28,2,Be-La,0.0,cubic,226,m-3m
22094,mp-1193281,29,3,Ga-Ir-Sc,0.0,cubic,225,m-3m
22095,mp-1193468,28,4,Mn-Na-O-V,2.3708,orthorhombic,62,mmm
22096,mp-1193562,28,3,B-Hf-Re,0.0,hexagonal,194,6/mmm
22097,mp-1193564,26,3,Al-Fe-Tb,0.0,orthorhombic,63,mmm
22098,mp-1193999,28,4,Ag-O-P-Zn,1.77,monoclinic,14,2/m
22099,mp-1194045,30,3,Co-Si-Zr,0.0,tetragonal,139,4/mmm
22100,mp-1195063,32,4,Ba-Dy-O-Si,4.8053,monoclinic,11,2/m
22101,mp-1195336,44,4,Ce-P-S-Tl,0.5520000000000005,monoclinic,14,2/m
22102,mp-1195404,44,3,Hf-Ni-Sb,0.0,orthorhombic,62,mmm
22103,mp-1195609,32,3,Pr-Se-Zr,0.7183000000000002,orthorhombic,62,mmm
22104,mp-1195703,42,4,Ge-P-Rb-S,2.1049,monoclinic,15,2/m
22105,mp-1195718,36,3,Li-S-Sn,2.3562,orthorhombic,62,mmm
22106,mp-11965,10,3,Cd-Ce-Pd,0.0,tetragonal,127,4/mmm
22107,mp-1196603,36,3,Gd-Ge-Nb,0.0,orthorhombic,62,mmm
22108,mp-1196828,36,6,F-Li-Mg-Na-O-P,5.1203,monoclinic,14,2/m
22109,mp-1197435,36,2,Pt-Yb,0.0,orthorhombic,62,mmm
22110,mp-1197959,48,4,Cs-O-P-Sb,1.9821000000000002,monoclinic,12,2/m
22111,mp-1197990,68,3,Cd-Pr-Ru,0.0,hexagonal,186,6mm
22112,mp-1198123,120,5,Al-C-Cl-H-S,4.6652000000000005,monoclinic,14,2/m
22113,mp-1198782,64,4,Al-Ca-H-O,4.4863,orthorhombic,64,mmm
22114,mp-1198917,48,3,Ge-Mn-Zr,0.0,orthorhombic,55,mmm
22115,mp-1199026,52,4,B-Cl-O-Tb,4.751,monoclinic,14,2/m
22116,mp-1199158,42,2,Sn-Tm,0.0,tetragonal,139,4/mmm
22117,mp-1199456,36,3,La-P-Ru,0.0,hexagonal,189,-6m2
22118,mp-1199541,64,4,B-Na-O-Pb,4.587,monoclinic,14,2/m
22119,mp-1199825,88,3,Eu-O-Se,0.0,orthorhombic,61,mmm
22120,mp-1200190,40,3,P-Pr-Si,0.25120000000000076,orthorhombic,33,mm2
22121,mp-1200617,36,3,B-Ru-Sc,0.0,tetragonal,142,4/mmm
22122,mp-1200815,64,3,Br-Os-Sc,0.0,orthorhombic,58,mmm
22123,mp-1200887,36,5,C-Eu-I-Li-N,1.0192000000000005,cubic,227,m-3m
22124,mp-1200955,48,4,Bi-C-La-Mn,0.0,cubic,225,m-3m
22125,mp-1200995,36,2,Ni-Sm,0.0,hexagonal,194,6/mmm
22126,mp-1201162,40,3,Br-S-Te,2.0936,orthorhombic,62,mmm
22127,mp-1201774,32,3,As-Cs-Se,1.5643000000000002,orthorhombic,62,mmm
22128,mp-1202310,104,4,Cl-Hf-Hg-P,2.0914,orthorhombic,61,mmm
22129,mp-1202377,38,4,Br-O-Te-Zr,2.8489000000000004,triclinic,2,-1
22130,mp-1203025,40,2,N-Np,0.0,cubic,206,m-3
22131,mp-1203122,32,3,Ce-S-Zr,0.0,orthorhombic,62,mmm
22132,mp-1203526,72,3,As-Br-Cd,0.9704,cubic,205,m-3
22133,mp-1204512,48,4,Cs-In-Mn-Te,1.2444000000000002,monoclinic,15,2/m
22134,mp-1204624,80,3,La-O-P,4.8587,orthorhombic,53,mmm
22135,mp-1205014,52,3,I-O-Pu,0.034599999999999964,monoclinic,14,2/m
22136,mp-1205365,16,3,La-Sn-Zn,0.0,orthorhombic,63,mmm
22137,mp-1208278,17,3,P-Ru-Th,0.08699999999999974,cubic,204,m-3
22138,mp-12444,8,4,Cu-F-S-Sr,1.5126,tetragonal,129,4/mmm
22139,mp-12693,3,2,Mg-Rh,0.0,tetragonal,139,4/mmm
22140,mp-12885,12,4,Al-Ba-O-Sb,3.6220999999999997,trigonal,155,32
22141,mp-12974,10,3,Cd-Pd-Pr,0.0,tetragonal,127,4/mmm
22142,mp-13155,3,2,Ag-Hf,0.0,tetragonal,139,4/mmm
22143,mp-13376,12,3,Rh-Sm-Zn,0.0,orthorhombic,62,mmm
22144,mp-13490,18,3,Al-Er-Ni,0.0,hexagonal,191,6/mmm
22145,mp-13619,22,3,Rh-Sc-Si,0.0,trigonal,167,-3m
22146,mp-13903,8,3,F-Sn-Zn,3.7163000000000004,trigonal,148,-3
22147,mp-13948,9,3,Cs-F-Hf,7.226100000000001,trigonal,164,-3m
22148,mp-14001,72,3,As-Ba-Si,0.9853000000000001,cubic,218,-43m
22149,mp-14018,8,2,As-K,0.11180000000000001,hexagonal,194,6/mmm
22150,mp-1409,16,2,Ni-Ti,0.0,hexagonal,194,6/mmm
22151,mp-14280,36,3,Ga-S-Sn,1.6994000000000002,orthorhombic,33,mm2
22152,mp-1441,3,2,Cs-O,0.0,tetragonal,139,4/mmm
22153,mp-1444,6,2,Ca-Cd,0.0,orthorhombic,74,mmm
22154,mp-14637,16,4,Ag-Cs-Nb-Se,1.8314999999999997,orthorhombic,70,mmm
22155,mp-14659,16,3,As-K-Se,1.7276000000000002,monoclinic,9,m
22156,mp-14827,96,3,Li-N-Nb,3.3328999999999995,cubic,205,m-3
22157,mp-1518,4,2,Ce-Rh,0.0,cubic,221,m-3m
22158,mp-1541,2,2,Be-Se,2.8976,cubic,216,-43m
22159,mp-15576,80,3,Dy-Ga-O,3.3047,cubic,230,m-3m
22160,mp-1560,2,2,La-Te,0.0,cubic,225,m-3m
22161,mp-15779,6,3,Mg-Ni-Si,0.0,trigonal,166,-3m
22162,mp-15954,12,2,As-Rh,0.30880000000000063,monoclinic,14,2/m
22163,mp-16297,5,3,C-Sc-Sn,0.0,cubic,221,m-3m
22164,mp-16327,3,3,Dy-Pt-Sb,0.04929999999999968,cubic,216,-43m
22165,mp-1637,12,2,P-Re,0.0,orthorhombic,62,mmm
22166,mp-16595,78,4,Dy-K-O-Si,3.7064,hexagonal,193,6/mmm
22167,mp-16597,78,4,Er-K-O-Si,3.7375,hexagonal,193,6/mmm
22168,mp-16624,22,3,Al-Au-Er,0.0,trigonal,167,-3m
22169,mp-1673,36,2,Ge-Tb,0.0,orthorhombic,62,mmm
22170,mp-16836,40,3,Na-Rb-Si,0.0,cubic,227,m-3m
22171,mp-1687,6,2,Ba-Pd,0.0,cubic,227,m-3m
22172,mp-16917,36,4,O-Rb-Se-V,2.333,hexagonal,173,6
22173,mp-1698,4,2,Sn-Sr,0.0,orthorhombic,63,mmm
22174,mp-17168,24,3,B-Er-Ni,0.0,hexagonal,194,6/mmm
22175,mp-1728,6,2,Lu-Rh,0.0,cubic,227,m-3m
22176,mp-17380,24,4,Ba-Ca-O-Pd,1.3900000000000006,orthorhombic,69,mmm
22177,mp-17449,16,2,P-Tc,0.0,tetragonal,82,-4
22178,mp-17490,36,3,As-Rb-Si,0.3767999999999998,orthorhombic,62,mmm
22179,mp-17544,28,3,Ca-Co-O,1.6139000000000001,orthorhombic,62,mmm
22180,mp-1756,7,2,B-Th,0.0,cubic,221,m-3m
22181,mp-17677,35,3,Nb-O-P,2.2459000000000002,tetragonal,82,-4
22182,mp-17730,24,3,K-O-Sn,2.6030999999999995,orthorhombic,62,mmm
22183,mp-17989,32,3,K-P-S,2.7739000000000003,orthorhombic,62,mmm
22184,mp-1813,19,2,Ba-Mg,0.0,trigonal,166,-3m
22185,mp-18331,20,3,Cr-Gd-O,2.6258999999999997,orthorhombic,62,mmm
22186,mp-18337,40,2,Be-N,3.7166000000000006,cubic,206,m-3
22187,mp-18578,28,4,As-O-Tl-Zn,3.1943,monoclinic,4,2
22188,mp-18793,16,3,Cr-Li-O,3.1879,trigonal,166,2/m
22189,mp-18814,10,3,C-Mn-O,3.2519,trigonal,167,-3m
22190,mp-18817,12,3,Ni-O-Se,2.1076,orthorhombic,63,mmm
22191,mp-18835,24,3,O-P-V,1.9277000000000002,orthorhombic,63,mmm
22192,mp-18924,11,3,Fe-O-Sr,0.32230000000000025,tetragonal,139,4/mmm
22193,mp-18928,28,3,Mn-O-Si,1.9884999999999997,orthorhombic,62,mmm
22194,mp-18983,20,3,Er-Ni-O,0.0,orthorhombic,62,mmm
22195,mp-19047,24,3,Mg-Mo-O,3.7851,monoclinic,12,2/m
22196,mp-19388,26,4,As-Ba-Ni-O,2.9285,trigonal,148,-1
22197,mp-19409,36,3,As-Mn-O,1.7395,trigonal,162,2/m
22198,mp-19944,5,3,O-Pb-Sr,0.0,cubic,221,m-3m
22199,mp-19945,10,3,Gd-Ge-Mg,0.0,tetragonal,127,4/mmm
22200,mp-20044,10,3,As-La-Ni,0.0,tetragonal,129,4/mmm
22201,mp-20479,12,3,In-Ni-Sr,0.0,orthorhombic,63,mmm
22202,mp-20542,5,3,Ge-Mn-Pr,0.0,tetragonal,139,4/mmm
22203,mp-20601,4,2,Nd-Pb,0.0,cubic,221,m-3m
22204,mp-20646,5,3,Ge-Mn-Sm,0.0,tetragonal,139,4/mmm
22205,mp-20855,17,3,Eu-Ru-Sb,0.0,cubic,204,m-3
22206,mp-21331,14,5,Gd-K-O-Rb-V,3.3981000000000003,trigonal,164,-3m
22207,mp-21357,10,3,Fe-Sn-U,0.0,tetragonal,127,4/mmm
22208,mp-21401,12,3,Pd-Sn-Tb,0.0,orthorhombic,62,mmm
22209,mp-21422,6,3,C-Co-Y,0.0,tetragonal,131,4/mmm
22210,mp-21490,12,3,Ce-Pd-Sn,0.024099999999999788,orthorhombic,62,mmm
22211,mp-21499,9,3,In-Pd-Yb,0.0,hexagonal,189,-6m2
22212,mp-21521,12,3,Cs-O-Pb,1.6807,orthorhombic,36,mm2
22213,mp-21578,40,4,As-Cu-K-O,0.14600000000000035,monoclinic,15,2/m
22214,mp-21806,36,3,Ge-Ni-Y,0.0,orthorhombic,62,mmm
22215,mp-2187,4,2,Sb-Ti,0.0,hexagonal,194,6/mmm
22216,mp-22113,36,3,Ca-Fe-O,0.8630999999999998,orthorhombic,62,mmm
22217,mp-22261,8,3,Cu-In-Te,0.0,tetragonal,122,-42m
22218,mp-22326,17,3,As-Mg-Rh,0.0,cubic,229,m-3m
22219,mp-22367,8,3,O-Pb-Pd,0.0,orthorhombic,74,mmm
22220,mp-22374,5,3,Cu-Si-U,0.0,tetragonal,139,4/mmm
22221,mp-22729,11,3,Ge-La-Pd,0.0,orthorhombic,71,mmm
22222,mp-22783,6,3,Au-Eu-P,0.0,hexagonal,194,6/mmm
22223,mp-22885,3,2,F-Xe,2.8242999999999996,tetragonal,139,4/mmm
22224,mp-2294,8,2,Al-Ir,0.0,hexagonal,194,6/mmm
22225,mp-22977,10,3,Cl-Cs-V,0.4775999999999998,hexagonal,194,6/mmm
22226,mp-23003,5,3,Bi-Ce-O,0.0,tetragonal,139,4/mmm
22227,mp-2313,2,2,In-Mg,0.0,tetragonal,123,4/mmm
22228,mp-23398,32,3,B-Cl-F,3.3486,monoclinic,14,2/m
22229,mp-23794,12,3,F-H-N,5.959200000000001,hexagonal,186,6mm
22230,mp-23895,36,4,H-Mn-O-P,2.4602999999999997,monoclinic,15,-1
22231,mp-239,8,2,Ba-S,1.6197,tetragonal,113,-42m
22232,mp-24066,8,4,Cl-H-O-Sr,4.9849000000000006,hexagonal,186,6mm
22233,mp-24674,38,4,Be-H-O-P,5.8582,monoclinic,15,2/m
22234,mp-24694,112,3,H-N-Zn,2.3713,tetragonal,142,4/mmm
22235,mp-2627,2,2,As-Dy,0.0,cubic,225,m-3m
22236,mp-26963,32,4,Li-O-P-V,1.5695999999999999,orthorhombic,62,mmm
22237,mp-27214,5,3,Br-Cs-Sn,2.385,cubic,221,m-3m
22238,mp-27258,10,2,Au-P,0.0,monoclinic,12,2/m
22239,mp-27272,28,3,Ca-I-P,2.1548,cubic,214,432
22240,mp-27468,5,3,Bi-N-U,0.0,tetragonal,139,4/mmm
22241,mp-27501,9,3,Cl-Cs-Th,4.6873000000000005,trigonal,164,-3m
22242,mp-27686,22,3,Cd-O-P,2.9866,triclinic,2,-1
22243,mp-27700,22,3,Br-O-Sb,2.3810000000000002,monoclinic,14,2/m
22244,mp-27724,6,3,B-P-S,2.2994,orthorhombic,23,222
22245,mp-27779,84,3,Cl-Hg-Mo,1.7411000000000003,cubic,201,m-3
22246,mp-27804,24,3,Cl-Cu-Rb,0.19130000000000003,orthorhombic,68,mmm
22247,mp-27841,6,3,Br-O-V,1.4788,orthorhombic,59,mmm
22248,mp-2793,4,2,Au-Se,0.31699999999999995,monoclinic,12,2/m
22249,mp-28007,16,3,Ba-Hg-S,1.3288000000000002,orthorhombic,26,mm2
22250,mp-28018,112,3,Be-H-N,3.3225,tetragonal,142,4/mmm
22251,mp-28156,12,3,Cl-Gd-Na,0.0,triclinic,2,-1
22252,mp-28166,5,3,Br-K-O,0.8913,cubic,221,m-3m
22253,mp-28178,32,3,Cl-Na-Nb,2.2385,monoclinic,14,2/m
22254,mp-28211,60,3,Cl-Ir-S,1.8439,monoclinic,14,2/m
22255,mp-2822,2,2,Se-Tm,0.0,cubic,225,m-3m
22256,mp-28231,16,3,Fe-O-Ti,1.6544000000000003,orthorhombic,63,mmm
22257,mp-28270,12,3,Cu-K-S,1.8822,orthorhombic,62,mmm
22258,mp-28352,24,3,Rh-Si-Y,0.0,hexagonal,194,6/mmm
22259,mp-28385,50,3,Re-Sc-Si,0.0,orthorhombic,38,mm2
22260,mp-2856,15,2,Al-Mn,0.0,triclinic,2,-1
22261,mp-28580,12,3,Cl-N-Y,2.0584,monoclinic,12,2/m
22262,mp-2868,41,3,C-Ru-Th,0.0,cubic,217,-43m
22263,mp-28692,9,3,Cs-Cu-F,0.0,cubic,225,m-3m
22264,mp-28744,18,3,Br-Os-Y,0.7054,monoclinic,15,2/m
22265,mp-28823,56,2,Ba-P,0.7464,orthorhombic,55,mmm
22266,mp-28999,28,3,B-Ir-Sn,0.0,hexagonal,176,6/m
22267,mp-29209,5,3,Ba-Bi-Mg,0.39510000000000023,trigonal,164,-3m
22268,mp-2921,80,3,Ga-Gd-O,3.0175,cubic,230,m-3m
22269,mp-29408,18,3,Al-Br-Se,2.1776999999999997,monoclinic,7,m
22270,mp-29564,18,3,Ba-Mg-Si,0.0,monoclinic,12,2/m
22271,mp-29612,32,3,Eu-I-Rb,1.2759,monoclinic,14,2/m
22272,mp-29682,56,3,Ag-Ba-S,0.4565999999999999,monoclinic,11,2/m
22273,mp-2970,18,3,Ge-Na-O,2.8182,triclinic,2,-1
22274,mp-29716,22,3,Br-Ta-Te,2.2297,monoclinic,11,2/m
22275,mp-29789,32,3,Cl-Lu-O,5.7567,trigonal,161,3m
22276,mp-29833,56,3,Bi-O-Se,3.3918999999999997,monoclinic,14,2/m
22277,mp-29893,28,3,Hg-Mo-O,2.1349,monoclinic,14,2/m
22278,mp-2994,32,3,Co-Ge-Te,0.4413999999999998,trigonal,148,-3
22279,mp-29950,22,2,Cl-Nb,0.15120000000000022,trigonal,164,-3m
22280,mp-2997,12,3,B-C-Th,0.0,trigonal,166,-3m
22281,mp-29985,52,3,Cl-Li-Nb,0.732,orthorhombic,51,mmm
22282,mp-30290,20,2,Nd-Sn,0.0,triclinic,2,-1
22283,mp-3040,6,3,B-Co-Tb,0.0,hexagonal,191,6/mmm
22284,mp-30677,32,2,Ga-Tm,0.0,orthorhombic,62,mmm
22285,mp-30731,4,3,Ho-Pd-Sn,0.0,cubic,225,m-3m
22286,mp-30745,8,2,Ir-W,0.0,hexagonal,194,6/mmm
22287,mp-30910,39,3,Cu-Ga-Mg,0.0,cubic,200,m-3
22288,mp-30971,16,3,Cl-Cu-Te,0.6017999999999999,monoclinic,14,2/m
22289,mp-30975,28,3,B-Na-O,2.9547,monoclinic,14,2/m
22290,mp-31057,5,3,Ho-In-N,0.0,cubic,221,m-3m
22291,mp-31427,9,3,Er-In-Ni,0.0,hexagonal,189,-6m2
22292,mp-31513,30,3,Co-Nb-O,0.0,trigonal,165,-3m
22293,mp-3159,7,3,Al-Cd-Se,2.0058,tetragonal,82,-4
22294,mp-3292,5,3,Co-Si-Tb,0.0,tetragonal,139,4/mmm
22295,mp-3385,5,3,P-Pd-Sr,0.0,tetragonal,139,4/mmm
22296,mp-3555,12,3,Ir-La-Si,0.0,cubic,198,23
